"daysinOperation","P1","P3","P4","P11","P18","P21","P22","P29"
1835.0,2,4.0,4.0,3,0,2,2,3.0
442.0,4,4.0,4.0,3,0,1,1,3.0
7001.0,3,4.0,5.0,5,4,5,1,2.0
1121.0,2,4.0,4.0,1,0,1,3,1.0
1280.0,3,3.0,3.0,4,0,2,4,3.0
1071.0,3,4.0,5.0,1,4,4,4,3.0
5054.0,5,4.0,4.0,4,0,1,1,3.0
1215.0,4,4.0,4.0,3,0,2,3,3.0
1247.0,3,4.0,4.0,5,0,1,2,2.0
583.0,3,4.0,4.0,1,0,1,1,3.0
698.0,3,6.0,7.5,4,0,9,1,2.0
2388.0,2,4.0,5.0,5,0,2,1,2.0
4907.0,3,4.5,4.5,4,0,3,1,7.5
820.0,4,4.0,4.0,4,4,1,5,3.0
5780.0,2,4.0,4.0,1,0,1,2,2.0
1771.0,2,4.0,3.0,5,3,2,2,3.0
638.0,3,4.0,3.0,3,3,1,2,3.0
265.0,3,4.0,4.0,3,0,1,1,3.0
1529.0,2,4.0,4.0,1,4,2,1,3.0
177.0,4,4.5,5.0,1,0,3,5,7.5
1751.0,4,4.0,4.0,2,0,2,2,3.0
405.0,2,3.0,5.0,3,0,1,1,3.0
799.0,3,3.0,4.0,1,0,1,3,2.0
474.0,3,4.0,4.0,4,0,2,1,3.0
2478.0,5,4.0,4.0,5,9,2,4,3.0
932.0,4,3.0,4.0,8,0,1,5,3.0
1892.0,4,4.0,4.0,3,0,2,5,2.0
845.0,6,6.0,6.0,3,0,1,1,1.0
5738.0,6,3.0,6.0,10,12,4,3,5.0
5355.0,4,2.0,3.0,3,0,1,3,3.0
5755.0,4,4.0,5.0,5,12,5,5,0.0
1327.0,12,6.0,6.0,10,12,12,3,5.0
265.0,3,4.0,4.0,3,0,1,1,3.0
1443.0,3,6.0,3.0,3,0,3,1,3.0
1793.0,6,4.0,5.0,2,0,1,1,3.0
379.0,1,4.0,4.0,5,0,2,2,3.0
1533.0,3,4.0,4.0,1,4,2,2,3.0
1051.0,3,4.0,4.0,5,0,3,2,2.0
896.0,6,4.0,7.5,4,0,2,1,7.5
924.0,4,4.0,3.0,2,0,1,1,3.0
1775.0,4,4.0,4.0,4,4,3,2,3.0
606.0,2,5.0,3.0,2,4,1,3,3.0
6120.0,4,4.0,4.0,3,4,2,5,1.0
3452.0,4,5.0,3.0,2,3,4,5,2.0
1282.0,5,4.0,4.0,5,4,1,3,3.0
1243.0,3,4.0,5.0,1,0,2,5,2.0
1532.0,12,4.0,4.0,2,0,1,2,7.5
565.0,3,4.0,4.0,3,0,1,2,2.0
2101.0,12,6.0,4.0,4,4,1,3,3.0
4536.0,2,4.0,4.0,1,5,1,1,3.0
957.0,3,4.0,4.0,2,3,1,1,3.0
1453.0,4,4.0,4.0,2,4,1,3,2.0
1247.0,3,4.0,4.0,5,0,1,4,2.0
2696.0,3,4.0,4.0,3,4,2,1,3.0
1633.0,4,5.0,4.0,4,0,1,5,3.0
4868.0,3,4.0,6.0,6,0,2,1,5.0
731.0,15,4.5,6.0,4,12,3,2,7.5
99.0,12,6.0,6.0,10,0,15,3,2.5
407.0,4,3.0,5.0,2,0,1,4,3.0
3092.0,3,4.5,4.0,2,4,1,4,3.0
399.0,4,4.0,4.0,5,3,4,5,1.0
5808.0,3,0.0,5.0,2,4,2,2,3.0
2464.0,4,4.0,5.0,5,5,5,5,0.0
5141.0,5,4.0,4.0,4,0,1,4,3.0
3388.0,1,4.0,4.0,4,0,1,1,3.0
595.0,1,0.0,4.0,4,0,1,1,3.0
2263.0,2,4.0,4.0,2,0,1,1,3.0
1131.0,4,4.0,4.0,5,4,1,2,3.0
2140.0,2,4.0,3.0,2,0,1,2,3.0
1611.0,4,4.0,4.0,5,0,2,5,3.0
5173.0,2,4.0,4.0,2,0,1,1,3.0
1051.0,3,3.0,7.5,4,0,3,1,7.5
2659.0,4,6.0,6.0,3,3,3,2,7.5
1177.0,1,4.0,4.0,4,4,1,1,3.0
1890.0,4,4.0,4.0,3,0,1,1,3.0
2287.0,3,6.0,4.0,4,0,1,3,2.0
763.0,3,6.0,6.0,1,0,1,5,7.5
1820.0,4,5.0,3.0,2,0,2,4,3.0
932.0,4,3.0,5.0,3,0,2,3,3.0
4932.0,3,4.0,4.0,4,0,2,1,7.5
638.0,3,4.0,3.0,3,3,1,4,3.0
201.0,2,4.0,4.0,4,0,1,2,3.0
819.0,3,4.0,3.0,2,0,3,2,3.0
2253.0,2,4.0,4.0,1,0,2,1,2.0
85.0,3,3.0,4.0,3,0,1,1,3.0
2038.0,3,6.0,6.0,1,0,1,1,3.0
265.0,3,4.0,4.0,2,0,1,1,3.0
1177.0,4,4.0,4.0,2,0,1,4,3.0
2603.0,3,2.0,4.0,2,0,2,1,3.0
295.0,5,4.0,4.0,2,0,2,2,3.0
2115.0,3,3.0,4.0,4,0,3,1,3.0
2685.0,12,6.0,6.0,4,15,3,5,3.0
819.0,3,4.0,4.0,2,0,1,3,3.0
5834.0,4,4.0,4.0,2,5,1,3,2.0
4326.0,5,4.0,4.0,2,0,2,4,2.0
407.0,12,6.0,5.0,3,0,1,4,7.5
1694.0,4,5.0,4.0,2,0,1,2,3.0
407.0,4,3.0,5.0,3,0,1,4,2.0
5255.0,3,4.0,4.0,1,0,1,1,3.0
1640.0,5,4.0,4.0,4,0,2,3,3.0
275.0,2,4.0,3.0,3,0,1,2,3.0
2163.0,12,6.0,3.0,8,3,1,1,3.0
1114.0,4,4.5,6.0,10,0,15,1,7.5
2394.0,1,4.0,4.0,1,0,1,1,3.0
2284.0,5,4.0,5.0,1,4,4,5,0.0
436.0,3,4.0,4.0,3,0,1,1,3.0
1611.0,12,4.0,4.0,1,0,15,3,0.0
5815.0,6,6.0,6.0,2,0,3,2,7.5
240.0,4,4.0,5.0,3,0,2,5,1.0
461.0,4,3.0,4.0,3,4,2,3,2.0
436.0,2,4.0,4.0,4,4,3,1,3.0
3893.0,5,4.0,6.0,2,0,6,4,1.0
7001.0,6,4.0,5.0,5,4,5,1,2.0
1842.0,4,4.0,4.0,2,4,5,3,2.0
5524.0,4,4.0,4.0,5,5,2,5,3.0
1532.0,4,4.0,4.0,2,0,4,2,3.0
461.0,4,4.0,4.0,3,4,2,3,2.0
85.0,4,4.0,3.0,2,3,1,5,3.0
1820.0,2,4.0,3.0,1,0,2,2,3.0
1038.0,5,4.0,4.0,3,0,1,3,2.0
309.0,4,4.0,5.0,2,0,1,4,3.0
2263.0,6,6.0,6.0,2,0,2,4,7.5
1640.0,4,4.0,4.0,3,3,1,5,2.0
1589.0,3,4.0,4.0,1,0,1,3,3.0
1771.0,2,6.0,3.0,5,3,2,2,3.0
5755.0,4,4.0,4.0,4,4,4,5,2.0
1177.0,4,4.0,4.0,2,5,1,3,3.0
2038.0,12,6.0,4.0,2,4,2,2,2.0
5834.0,4,4.0,4.0,2,5,1,3,2.0
644.0,15,4.5,6.0,6,0,3,3,7.5
7001.0,3,4.0,4.0,5,4,5,1,2.0
732.0,9,6.0,7.5,10,12,2,3,7.5
185.0,2,4.0,3.0,3,0,2,4,1.0
766.0,3,4.0,4.0,5,0,2,3,3.0
204.0,5,4.0,4.0,5,0,1,4,2.0
420.0,2,4.0,4.0,2,0,2,4,5.0
3343.0,4,4.0,5.0,3,0,2,2,2.0
185.0,2,4.0,3.0,3,0,1,1,3.0
2552.0,2,4.0,4.0,3,0,1,2,3.0
4868.0,3,4.0,4.0,4,0,4,1,3.0
6451.0,4,4.0,4.0,3,0,4,4,1.0
240.0,5,4.0,5.0,2,0,2,3,2.0
1694.0,3,5.0,4.0,5,5,2,4,1.0
145.0,4,4.0,4.0,2,4,1,1,2.0
1706.0,1,4.0,3.0,2,0,1,1,1.0
911.0,4,4.0,5.0,5,0,5,5,0.0
4932.0,3,4.0,4.0,5,0,2,3,3.0
6120.0,2,4.0,4.0,4,4,1,2,3.0
766.0,4,4.0,5.0,2,0,5,5,3.0
6139.0,3,4.0,4.0,2,3,1,1,3.0
5834.0,4,4.0,4.0,2,0,1,3,2.0
684.0,12,4.0,6.0,4,15,15,1,2.5
3388.0,2,4.0,4.0,2,0,1,1,3.0
420.0,2,4.0,4.0,4,1,9,4,3.0
1601.0,3,5.0,3.0,3,0,1,1,3.0
5145.0,3,4.0,4.0,2,0,3,1,2.0
797.0,12,4.5,7.5,6,0,3,1,7.5
684.0,9,6.0,7.5,10,0,15,1,2.5
1121.0,3,4.0,4.0,1,0,1,2,3.0
929.0,1,4.0,3.0,2,0,1,3,3.0
746.0,12,4.0,5.0,4,4,3,1,2.0
4326.0,4,4.0,4.0,2,3,2,1,3.0
668.0,5,4.0,5.0,5,0,3,5,0.0
2552.0,2,4.0,4.0,3,0,1,2,3.0
4326.0,12,4.0,4.0,2,0,1,1,3.0
2514.0,4,2.0,4.0,3,0,2,1,3.0
1051.0,3,4.0,3.0,1,0,3,1,2.0
2698.0,2,4.5,4.0,2,0,1,1,2.0
2551.0,3,4.0,4.0,1,0,1,2,3.0
3092.0,9,4.0,5.0,10,0,4,2,2.0
547.0,4,5.0,5.0,3,4,4,2,1.0
379.0,4,4.0,4.0,5,0,2,2,3.0
2253.0,2,4.0,6.0,1,0,2,1,2.0
1754.0,2,4.0,5.0,3,0,1,2,3.0
295.0,2,4.0,5.0,1,0,2,5,3.0
845.0,1,4.0,4.0,3,0,3,2,1.0
957.0,1,4.0,4.0,2,4,2,1,0.0
2420.0,4,4.0,4.0,1,0,3,5,3.0
339.0,5,4.0,4.0,5,0,2,3,3.0
1447.0,4,4.0,5.0,2,5,5,5,0.0
1535.0,3,4.0,4.5,2,0,3,1,7.5
474.0,2,4.0,4.0,2,0,1,2,3.0
2420.0,3,4.0,4.0,2,0,2,1,3.0
3493.0,3,4.0,3.0,3,3,1,2,3.0
1443.0,3,4.0,4.0,2,0,1,1,3.0
4986.0,6,6.0,7.5,4,0,9,5,7.5
110.0,2,6.0,6.0,4,0,3,2,7.5
1029.0,12,4.5,6.0,10,0,9,1,7.5
943.0,3,5.0,4.0,2,0,1,1,3.0
204.0,2,3.0,4.0,5,0,2,1,1.0
1751.0,9,3.0,4.0,2,0,2,2,1.0
1532.0,4,4.0,4.0,2,4,1,2,3.0
924.0,1,4.0,3.0,1,3,1,1,1.0
595.0,1,0.0,5.0,3,0,1,1,3.0
2478.0,5,4.0,4.0,5,0,1,3,0.0
2514.0,2,4.0,4.0,3,0,1,1,3.0
5141.0,5,4.0,4.0,4,0,1,3,3.0
1243.0,4,4.0,6.0,1,0,2,5,1.0
1601.0,3,4.0,4.0,4,15,3,1,3.0
7001.0,3,4.0,5.0,5,0,2,1,3.0
2512.0,2,4.0,4.0,2,0,1,1,3.0
5524.0,4,4.0,4.0,3,5,3,5,1.0
698.0,6,6.0,7.5,5,0,1,1,2.0
2478.0,5,4.0,3.0,5,3,2,3,3.0
1247.0,2,4.0,4.0,5,0,1,2,2.0
743.0,2,6.0,7.5,10,0,2,5,3.0
60.0,4,4.0,4.0,4,0,1,1,2.0
110.0,3,4.0,3.0,4,0,3,3,3.0
1771.0,4,4.0,3.0,1,3,2,2,2.0
339.0,2,4.0,5.0,3,0,1,1,3.0
57.0,4,4.0,5.0,1,0,1,2,3.0
2717.0,12,3.0,4.0,3,0,1,4,7.5
2163.0,12,5.0,6.0,5,0,5,4,2.0
834.0,4,4.0,4.0,5,0,1,4,3.0
425.0,3,4.0,4.0,6,4,2,3,2.0
2657.0,12,6.0,6.0,4,0,3,3,7.5
145.0,1,4.0,4.0,1,0,2,1,3.0
2432.0,3,4.0,4.0,4,0,4,3,1.0
1922.0,4,4.0,5.0,4,0,3,3,3.0
1222.0,6,6.0,4.0,5,0,1,1,3.0
819.0,4,4.0,5.0,2,0,1,2,3.0
271.0,2,4.0,4.0,1,0,1,2,3.0
288.0,2,4.0,5.0,3,0,1,1,3.0
641.0,5,4.0,4.0,3,0,1,3,3.0
206.0,5,4.0,5.0,4,0,1,1,3.0
1096.0,4,4.0,4.0,2,0,3,2,3.0
2111.0,2,4.0,4.0,5,0,1,1,2.0
1096.0,2,4.0,4.0,1,0,1,2,2.0
716.0,6,6.0,6.0,10,0,6,2,7.5
1820.0,2,4.0,3.0,1,0,2,1,3.0
763.0,12,6.0,6.0,10,9,9,5,2.5
7001.0,3,4.0,6.0,5,4,5,1,3.0
471.0,2,4.0,4.0,1,0,1,3,3.0
4839.0,1,3.0,4.0,2,1,1,1,3.0
627.0,4,4.0,4.0,5,0,1,4,3.0
2010.0,4,5.0,4.0,3,0,3,4,1.0
1541.0,4,3.0,5.0,2,0,1,3,3.0
914.0,3,4.0,4.0,4,0,3,3,3.0
339.0,2,4.0,4.0,3,0,1,1,3.0
1559.0,4,4.0,3.0,2,4,2,5,1.0
5046.0,6,6.0,4.0,4,0,3,2,7.5
1596.0,3,4.0,4.0,2,4,2,3,3.0
394.0,3,5.0,4.0,1,0,1,1,3.0
4599.0,2,4.0,4.0,2,3,2,1,3.0
204.0,2,4.0,4.0,1,0,2,4,2.0
4839.0,2,3.0,4.0,3,0,1,1,3.0
6055.0,5,4.0,4.0,2,0,1,2,3.0
1400.0,1,4.0,4.0,1,0,1,1,3.0
746.0,3,6.0,6.0,4,0,5,3,7.5
5495.0,1,5.0,4.0,2,0,1,1,2.0
5046.0,3,5.0,4.0,5,3,2,4,1.0
276.0,2,4.0,5.0,1,0,5,2,2.0
2962.0,5,4.0,3.0,3,4,1,4,2.0
178.0,6,6.0,5.0,10,0,6,2,7.5
99.0,3,4.0,5.0,4,4,15,3,2.0
1533.0,2,4.0,4.0,3,0,1,2,3.0
7087.0,4,5.0,3.0,2,0,4,2,3.0
2310.0,3,5.0,3.0,2,0,1,1,3.0
240.0,2,4.0,5.0,1,0,1,2,3.0
700.0,5,6.0,5.0,8,0,6,3,3.0
2429.0,3,4.0,3.0,6,0,6,1,3.0
1559.0,3,4.0,5.0,2,5,3,3,1.0
1694.0,4,4.0,5.0,2,4,2,4,1.0
2140.0,2,4.0,3.0,3,4,1,2,3.0
3292.0,2,4.0,4.0,1,0,3,1,3.0
2603.0,3,4.0,4.0,2,0,2,2,3.0
943.0,12,6.0,6.0,4,12,3,5,5.0
28.0,4,3.0,4.0,3,0,1,3,3.0
6055.0,1,3.0,4.0,3,0,1,1,3.0
2696.0,9,4.0,6.0,6,0,1,1,2.0
606.0,3,4.0,4.0,2,0,1,1,3.0
3343.0,3,3.0,4.0,2,0,1,2,3.0
834.0,4,4.0,4.0,1,0,1,4,3.0
1537.0,5,4.0,3.0,5,0,2,2,1.0
2140.0,2,4.0,4.0,3,0,1,1,3.0
2790.0,4,4.0,3.0,2,5,4,1,3.0
638.0,4,4.0,3.0,3,0,5,3,2.0
820.0,4,4.0,4.0,5,5,1,5,3.0
85.0,3,3.0,4.0,3,0,3,3,2.0
2649.0,6,6.0,5.0,4,12,3,2,7.5
743.0,15,6.0,4.0,10,9,15,5,2.5
288.0,2,4.0,4.0,3,0,3,1,3.0
2512.0,6,6.0,4.0,2,4,12,1,3.0
532.0,3,4.0,5.0,2,4,2,3,3.0
746.0,12,6.0,3.0,4,12,3,2,7.5
1640.0,5,4.0,4.0,4,0,1,3,2.0
382.0,1,5.0,2.0,1,0,2,1,3.0
271.0,2,4.0,5.0,3,0,2,2,3.0
5106.0,3,4.0,4.0,2,0,1,2,3.0
1395.0,2,4.0,5.0,3,3,1,1,3.0
114.0,2,4.0,4.0,2,0,1,2,5.0
201.0,3,4.0,4.0,1,0,2,2,3.0
1038.0,5,4.0,4.0,1,0,1,3,3.0
1381.0,3,5.0,3.0,2,0,3,1,2.0
840.0,4,2.0,5.0,3,0,1,2,2.0
80.0,3,4.0,4.0,4,0,2,1,3.0
668.0,5,4.0,4.0,2,0,1,4,0.0
5495.0,4,2.0,4.0,4,0,3,1,3.0
7001.0,3,4.0,5.0,1,4,5,1,2.0
5738.0,2,4.0,3.0,4,0,1,2,3.0
1141.0,3,4.0,4.0,3,0,1,1,3.0
5173.0,2,6.0,4.0,10,0,12,5,2.5
2512.0,3,4.0,5.0,3,4,1,3,3.0
1141.0,3,4.0,4.0,1,0,1,2,3.0
3234.0,4,4.0,3.0,2,0,3,2,3.0
1241.0,4,4.0,4.0,5,0,4,4,1.0
953.0,1,4.0,2.0,5,4,2,1,3.0
177.0,9,4.5,4.0,4,0,3,1,7.5
3234.0,3,4.0,4.0,1,0,1,1,3.0
2513.0,2,4.0,5.0,1,3,1,1,1.0
382.0,1,4.0,2.0,1,0,9,4,3.0
1618.0,1,4.0,3.0,4,0,3,2,0.0
1242.0,2,4.0,4.0,5,4,1,3,0.0
1737.0,3,4.0,4.0,2,0,1,2,3.0
4839.0,2,3.0,4.0,3,0,1,1,1.0
763.0,12,4.0,6.0,5,12,1,4,3.0
2111.0,2,4.0,4.0,5,0,1,1,2.0
3388.0,12,4.0,6.0,2,12,3,1,5.0
703.0,3,4.0,4.0,2,0,1,3,3.0
1892.0,4,4.0,4.0,3,0,1,5,2.0
684.0,9,6.0,7.5,10,0,15,1,2.5
1640.0,4,4.0,4.0,4,0,1,3,1.0
455.0,2,3.0,5.0,3,4,1,1,3.0
1535.0,15,4.5,4.5,4,3,1,1,7.5
820.0,2,4.0,4.0,2,0,1,5,3.0
583.0,3,4.0,4.0,1,4,1,1,3.0
5141.0,5,4.0,4.0,2,0,1,2,3.0
407.0,4,6.0,5.0,4,0,9,5,3.0
6357.0,4,4.0,4.0,6,4,3,5,10.0
1601.0,12,3.0,4.0,4,15,2,4,7.5
425.0,3,4.0,4.0,4,4,1,3,2.0
5046.0,3,4.0,4.0,2,0,1,5,3.0
1051.0,12,3.0,4.0,6,0,3,2,2.0
6061.0,1,4.0,4.0,5,4,5,4,3.0
820.0,4,4.0,5.0,3,0,2,2,3.0
4986.0,3,4.0,4.0,4,0,3,2,3.0
782.0,5,6.0,7.5,8,0,1,1,7.5
1327.0,1,6.0,6.0,2,0,3,2,5.0
1684.0,2,4.0,4.0,5,3,4,2,3.0
732.0,2,4.0,7.5,1,0,2,2,3.0
2432.0,12,4.5,5.0,4,0,3,1,7.5
309.0,4,4.0,5.0,4,15,1,4,3.0
668.0,5,4.0,5.0,5,0,3,5,0.0
6542.0,5,4.0,4.0,4,4,1,3,1.0
2649.0,6,6.0,7.5,10,12,15,2,7.5
5272.0,2,4.0,4.0,2,0,1,1,2.0
5186.0,3,4.0,4.0,1,0,2,3,3.0
1684.0,2,4.0,4.0,2,3,3,1,3.0
240.0,4,4.0,5.0,4,0,2,2,3.0
2790.0,2,4.0,4.0,1,3,3,1,3.0
239.0,4,4.0,4.0,4,0,3,4,1.0
797.0,4,4.0,7.5,6,0,3,5,7.5
1400.0,2,4.0,4.0,3,0,1,1,3.0
3493.0,2,4.0,4.0,5,4,2,2,2.0
1038.0,5,4.0,4.0,3,0,1,3,3.0
5834.0,4,4.0,4.0,2,5,1,3,2.0
1436.0,12,4.0,4.0,6,0,2,1,3.0
565.0,4,4.0,4.0,4,4,2,2,2.0
444.0,4,4.0,6.0,2,0,1,2,3.0
5054.0,4,4.0,4.0,4,0,2,3,3.0
239.0,4,4.0,4.0,4,0,3,4,1.0
4839.0,2,3.0,4.0,3,0,1,1,3.0
1209.0,4,4.0,4.0,4,0,5,5,1.0
2115.0,5,4.0,4.0,1,0,1,3,3.0
4950.0,1,4.0,4.0,2,1,1,1,2.0
5834.0,4,4.0,7.5,5,5,5,3,2.0
2010.0,4,4.0,4.0,4,0,4,4,1.0
1914.0,2,4.0,4.0,5,4,4,5,0.0
703.0,5,3.0,3.0,1,0,1,1,1.0
2696.0,3,6.0,6.0,6,0,6,3,5.0
57.0,3,4.0,3.0,3,0,1,3,2.0
766.0,4,4.0,5.0,5,0,5,5,0.0
1589.0,1,4.0,4.0,1,0,1,1,3.0
746.0,12,5.0,6.0,4,12,1,3,7.5
4932.0,5,4.0,4.0,4,0,2,3,3.0
1447.0,4,6.0,5.0,3,5,1,5,2.5
85.0,3,3.0,4.0,3,0,1,1,1.0
1751.0,4,4.0,4.0,2,0,3,2,3.0
1952.0,2,4.0,4.0,2,0,1,3,3.0
1537.0,5,4.0,4.0,5,0,1,1,2.0
1279.0,3,4.0,4.0,3,3,4,2,1.0
1114.0,3,6.0,6.0,4,4,2,3,3.0
957.0,3,3.0,4.0,5,0,1,1,3.0
4839.0,2,3.0,4.0,3,0,1,1,3.0
271.0,2,4.0,4.0,3,0,3,2,3.0
2551.0,3,4.0,5.0,1,0,2,2,3.0
1528.0,6,5.0,4.0,6,0,3,2,7.5
4936.0,5,4.0,5.0,5,5,3,5,0.0
1443.0,3,3.0,4.0,3,0,3,1,3.0
1106.0,4,4.0,4.0,3,0,1,2,3.0
1589.0,1,4.0,4.0,1,0,1,1,3.0
1131.0,1,0.0,3.0,2,0,1,1,3.0
766.0,5,4.0,5.0,5,0,3,1,0.0
114.0,2,4.0,4.0,2,0,1,2,3.0
4868.0,4,5.0,4.0,3,3,2,2,2.0
2603.0,3,4.0,4.0,2,0,2,2,3.0
1051.0,2,4.0,4.0,3,0,3,2,3.0
2514.0,5,2.0,4.0,3,0,3,3,1.0
914.0,2,3.0,4.0,4,0,1,3,3.0
684.0,9,6.0,7.5,2,15,1,2,3.0
2513.0,2,4.0,5.0,1,3,1,1,1.0
911.0,4,4.0,4.0,5,0,5,5,0.0
1952.0,2,4.0,4.0,2,0,1,1,3.0
1215.0,6,4.0,4.0,2,0,3,5,3.0
275.0,2,5.0,4.0,3,0,1,2,3.0
2445.0,4,6.0,4.0,6,0,3,2,3.0
716.0,4,3.0,3.0,1,0,2,2,3.0
207.0,9,3.0,3.0,3,3,3,2,7.5
5272.0,2,4.0,5.0,5,0,1,1,3.0
7087.0,4,4.0,3.0,2,3,4,2,3.0
5834.0,3,4.0,4.0,4,0,2,1,2.0
4599.0,2,4.0,4.0,2,0,2,1,2.0
610.0,2,4.0,4.0,3,0,3,1,3.0
2038.0,3,4.0,6.0,5,0,3,2,3.0
332.0,2,2.0,5.0,3,3,1,1,2.0
436.0,2,4.0,4.0,4,4,3,2,3.0
424.0,2,4.0,4.0,1,0,1,3,3.0
766.0,15,4.5,5.0,5,12,3,5,7.5
5623.0,3,6.0,4.0,1,4,1,2,3.0
5173.0,2,4.0,4.0,2,0,1,1,3.0
60.0,4,4.0,4.0,3,0,3,1,2.0
3781.0,3,4.0,3.0,5,0,2,2,2.0
3067.0,4,4.0,5.0,5,5,5,1,3.0
345.0,4,4.0,4.0,1,0,1,1,3.0
3696.0,4,4.0,4.0,5,4,5,3,2.0
1684.0,12,6.0,6.0,6,0,3,3,5.0
2551.0,3,4.0,4.0,1,1,1,2,3.0
399.0,2,3.0,4.0,2,0,1,1,3.0
2685.0,12,4.0,6.0,4,12,3,1,5.0
2464.0,3,4.0,4.0,3,0,1,2,3.0
684.0,2,6.0,7.5,10,0,15,1,2.5
2513.0,2,4.0,4.0,1,0,1,1,2.0
743.0,15,6.0,4.0,10,9,15,1,2.5
763.0,12,5.0,4.0,1,4,3,5,3.0
1106.0,3,4.0,4.0,1,5,3,1,3.0
896.0,4,4.0,3.0,1,0,2,2,3.0
5272.0,2,4.0,4.0,5,0,1,1,3.0
2366.0,5,4.0,4.0,3,4,1,3,3.0
60.0,6,4.0,5.0,4,0,1,1,2.0
1325.0,1,5.0,4.0,3,3,2,1,3.0
2256.0,4,4.0,5.0,2,0,3,4,1.0
2542.0,3,4.0,4.0,1,0,1,2,3.0
1541.0,4,5.0,4.0,3,0,1,1,3.0
1446.0,2,4.0,4.0,3,0,1,1,3.0
295.0,2,4.0,5.0,2,0,2,2,3.0
2432.0,3,4.0,5.0,4,5,1,4,3.0
345.0,1,4.0,4.0,1,0,1,1,3.0
587.0,2,4.0,3.0,4,0,4,1,2.0
1142.0,4,4.0,5.0,2,0,1,1,3.0
698.0,4,6.0,7.5,4,0,9,1,2.0
1771.0,2,6.0,3.0,5,3,2,2,3.0
1381.0,3,4.0,4.0,3,0,1,1,3.0
2685.0,12,6.0,6.0,4,12,3,5,5.0
4936.0,4,4.0,5.0,5,0,4,4,1.0
417.0,2,4.0,4.0,3,4,3,1,3.0
178.0,6,6.0,3.0,1,0,1,2,3.0
6357.0,4,4.0,4.0,1,0,1,2,3.0
845.0,5,4.0,3.0,3,0,1,1,3.0
442.0,2,4.0,4.0,4,0,5,3,3.0
3696.0,2,4.0,4.0,5,4,5,1,2.0
3893.0,3,4.0,4.0,1,0,1,2,3.0
2287.0,3,4.0,3.0,3,0,1,3,2.0
1694.0,3,5.0,4.0,5,5,5,4,1.0
3067.0,4,4.0,4.0,1,0,5,5,1.0
1177.0,4,4.0,4.0,2,5,1,3,3.0
1282.0,2,6.0,4.0,3,0,1,1,3.0
1400.0,1,4.0,3.0,1,0,1,1,3.0
3781.0,3,5.0,3.0,2,0,2,2,3.0
2513.0,4,5.0,5.0,5,3,4,1,1.0
2685.0,12,6.0,6.0,4,12,6,3,3.0
5887.0,4,4.0,4.0,3,5,2,4,2.0
2115.0,3,4.0,4.0,1,0,2,3,2.0
2432.0,3,4.0,4.0,4,5,3,2,3.0
547.0,4,2.0,5.0,3,0,2,1,2.0
265.0,3,4.0,4.0,3,3,1,2,2.0
1598.0,2,5.0,4.0,1,0,1,1,3.0
1596.0,3,4.0,4.0,4,4,2,3,3.0
1549.0,3,4.0,4.0,2,4,2,2,3.0
498.0,4,4.0,4.0,3,4,1,1,3.0
3092.0,2,4.5,7.5,10,12,1,2,5.0
1598.0,2,5.0,3.0,1,4,2,1,3.0
1395.0,3,4.0,4.0,3,3,3,5,3.0
6542.0,5,6.0,6.0,4,12,3,4,1.0
903.0,4,4.0,4.0,5,0,5,5,3.0
5355.0,2,2.0,4.0,1,0,1,3,3.0
743.0,2,4.0,7.5,1,4,15,1,3.0
134.0,3,4.0,4.0,4,5,2,5,7.5
610.0,2,5.0,4.0,2,3,3,1,3.0
1443.0,3,5.0,4.0,3,0,3,3,3.0
1029.0,12,4.0,4.0,10,0,1,1,7.5
1029.0,12,5.0,6.0,10,5,4,1,3.0
471.0,4,4.5,5.0,1,0,2,5,1.0
2445.0,1,4.0,5.0,5,4,2,1,3.0
1541.0,4,3.0,5.0,3,0,1,1,3.0
1366.0,2,4.0,4.0,2,0,2,1,3.0
1062.0,4,4.0,4.0,1,3,9,3,3.0
177.0,9,4.5,4.0,4,0,3,1,7.5
295.0,4,4.0,5.0,2,0,2,2,3.0
2464.0,2,4.0,4.0,3,0,1,1,3.0
4599.0,4,4.0,4.0,3,0,1,3,3.0
1633.0,4,5.0,5.0,4,0,1,5,3.0
2698.0,2,4.0,4.0,2,0,1,1,2.0
1395.0,3,4.0,5.0,2,0,1,1,3.0
2717.0,2,6.0,4.0,3,0,1,2,3.0
1366.0,2,5.0,6.0,5,5,3,1,7.5
1282.0,3,4.0,4.0,2,4,1,1,3.0
3452.0,4,5.0,3.0,2,3,3,1,2.0
660.0,2,4.0,3.0,10,0,1,2,3.0
5272.0,2,4.0,4.0,5,0,1,1,3.0
206.0,1,4.0,5.0,2,0,1,1,3.0
583.0,2,4.0,4.0,3,0,1,2,3.0
3343.0,4,3.0,5.0,3,5,5,2,3.0
1549.0,3,4.0,4.0,2,4,2,2,3.0
764.0,4,4.0,4.0,5,0,1,4,1.0
1737.0,4,4.0,5.0,2,0,1,2,3.0
2723.0,2,4.0,4.0,5,3,5,1,1.0
2790.0,2,4.0,5.0,1,0,1,1,3.0
5173.0,2,4.0,4.0,2,0,3,1,3.0
1447.0,4,3.0,5.0,1,5,1,5,0.0
1559.0,5,4.0,5.0,2,0,2,3,1.0
3696.0,4,4.0,4.0,5,4,5,3,2.0
4950.0,1,4.0,3.0,2,1,1,1,2.0
5780.0,2,3.0,7.5,4,0,3,1,3.0
1922.0,12,4.0,4.0,10,5,1,3,3.0
